ATP;Location;Tournament;Date;Series;Court;Surface;Round;Best of;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;Comment;B365W;B365L;PSW;PSL;MaxW;MaxL;AvgW;AvgL
5;Melbourne;Australian Open;22/01/2022;Grand Slam;Outdoor;Hard;3rd Round;5;Sinner J.;Daniel T.;10;120;3390;606;6;4;1;6;6;3;6;1;;;3;1;Completed;1,08;8;1,1;8,9;1,12;11;1,09;7,9
5;Melbourne;Australian Open;22/01/2022;Grand Slam;Outdoor;Hard;3rd Round;5;De Minaur A.;Andujar P.;42;83;1316;800;6;4;6;4;6;2;;;;;3;0;Completed;1,06;10;1,06;12,12;1,08;13;1,05;10,08
5;Melbourne;Australian Open;22/01/2022;Grand Slam;Outdoor;Hard;3rd Round;5;Cilic M.;Rublev A.;27;6;1840;4785;7;5;7;6;3;6;6;3;;;3;1;Completed;3,5;1,3;3,61;1,34;3,85;1,34;3,55;1,3
5;Melbourne;Australian Open;23/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Nadal R.;Mannarino A.;5;69;4875;879;7;6;6;2;6;2;;;;;3;0;Completed;1,04;13;1,04;15,27;1,04;16;1,03;12,79
5;Melbourne;Australian Open;23/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Shapovalov D.;Zverev A.;14;3;2593;7970;6;3;7;6;6;3;;;;;3;0;Completed;4,33;1,22;4,3;1,26;4,73;1,29;4,18;1,23
5;Melbourne;Australian Open;23/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Monfils G.;Kecmanovic M.;20;77;2373;836;7;5;7;6;6;3;;;;;3;0;Completed;1,25;4;1,28;4,14;1,29;4,33;1,25;3,96
5;Melbourne;Australian Open;23/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Berrettini M.;Carreno Busta P.;7;21;4568;2305;7;5;7;6;6;4;;;;;3;0;Completed;1,44;2,75;1,48;2,85;1,57;3,01;1,45;2,78
5;Melbourne;Australian Open;24/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Auger-Aliassime F.;Cilic M.;9;27;3608;1840;2;6;7;6;6;2;7;6;;;3;1;Completed;1,61;2,3;1,76;2,19;1,76;2,44;1,65;2,25
5;Melbourne;Australian Open;24/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Medvedev D.;Cressy M.;2;70;8935;875;6;2;7;6;6;7;7;5;;;3;1;Completed;1,03;15;1,04;15,39;1,05;16;1,03;13,2
5;Melbourne;Australian Open;24/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Sinner J.;De Minaur A.;10;42;3390;1316;7;6;6;3;6;4;;;;;3;0;Completed;1,4;3;1,42;3,14;1,46;3,2;1,39;3
5;Melbourne;Australian Open;24/01/2022;Grand Slam;Outdoor;Hard;4th Round;5;Tsitsipas S.;Fritz T.;4;22;6540;2175;4;6;6;4;4;6;6;3;6;4;3;2;Completed;1,57;2,37;1,61;2,49;1,66;2,7;1,55;2,47
5;Melbourne;Australian Open;25/01/2022;Grand Slam;Outdoor;Hard;Quarterfinals;5;Nadal R.;Shapovalov D.;5;14;4875;2593;6;3;6;4;4;6;3;6;6;3;3;2;Completed;1,33;2,62;1,37;3,39;1,4;3,68;1,34;3,25
5;Melbourne;Australian Open;25/01/2022;Grand Slam;Outdoor;Hard;Quarterfinals;5;Berrettini M.;Monfils G.;7;20;4568;2373;6;4;6;4;3;6;3;6;6;2;3;2;Completed;1,57;2,37;1,61;2,47;1,67;2,56;1,57;2,41
5;Melbourne;Australian Open;26/01/2022;Grand Slam;Outdoor;Hard;Quarterfinals;5;Tsitsipas S.;Sinner J.;4;10;6540;3390;6;3;6;4;6;2;;;;;3;0;Completed;2,2;1,66;2,31;1,69;2,34;1,78;2,21;1,68
5;Melbourne;Australian Open;26/01/2022;Grand Slam;Outdoor;Hard;Quarterfinals;5;Medvedev D.;Auger-Aliassime F.;2;9;8935;3608;6;7;3;6;7;6;7;5;6;4;3;2;Completed;1,12;6;1,13;6,44;1,14;7,25;1,12;6,47
5;Melbourne;Australian Open;28/01/2022;Grand Slam;Outdoor;Hard;Semifinals;5;Nadal R.;Berrettini M.;5;7;4875;4568;6;3;6;2;3;6;6;3;;;3;1;Completed;1,4;3;1,38;3,34;1,44;3,34;1,4;2,98
5;Melbourne;Australian Open;28/01/2022;Grand Slam;Outdoor;Hard;Semifinals;5;Medvedev D.;Tsitsipas S.;2;4;8935;6540;7;6;4;6;6;4;6;1;;;3;1;Completed;1,36;3,2;1,36;3,44;1,41;3,55;1,35;3,29
5;Melbourne;Australian Open;30/01/2022;Grand Slam;Outdoor;Hard;The Final;5;Nadal R.;Medvedev D.;5;2;4875;8935;2;6;6;7;6;4;6;4;7;5;3;2;Completed;2,62;1,53;2,49;1,61;2,71;1,63;2,56;1,53
